GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE,Facility Id,Latitude,Longitude,_source_sheet,owner
1001123.0,110071160813.0,2023.0,Jasper Municipal Gas Utility,825 E. 2nd Ave,Jasper,IN,47547,DUBOIS COUNTY,CITY OF JASPER INDIANA,610 Main Street,Jasper,IN,47547-0029,100.0,221210.0,1001123,38.39,-86.93,LDC - Direct Emissions,other
1001132.0,110015736907.0,2023.0,BLOCK 31 GAS PLANT,1501 FM 1601,CRANE,TX,79731,CRANE COUNTY,OCCIDENTAL PETROLEUM CORP,"5 Greenway Plaza, Suite 110",Houston,TX,77046,100.0,211120.0,1001132,31.6467,-102.52869,Direct Point Emitters,other
1001251.0,110071159599.0,2023.0,ILLINOIS GAS COMPANY,1927 MILLER DR,OLNEY,IL,62450,RICHLAND COUNTY,ILLINOIS GAS CO,"1927 Miller Dr., Po Box 490",Olney,IL,62450,100.0,221210.0,1001251,38.703671,-88.086588,LDC - Direct Emissions,other
1001277.0,110071159601.0,2023.0,NSTAR Gas Company,1 NSTAR Way,Westwood,MA,2090,NORFOLK COUNTY,EVERSOURCE ENERGY,P.O. Box 270,Hartford,CT,06141,100.0,221210.0,1001277,42.20446,-71.15937,LDC - Direct Emissions,other
1001286.0,110067022518.0,2023.0,Milagro Gas Plant,"1754 Arroyo Dr,",BLOOMFIELD,NM,87413,San Juan,HARVEST PIPELINE CO,1111 Travis St.,Houston,TX,77002,100.0,211130.0,1001286,36.7367,-107.9417,Direct Point Emitters,other
1001388.0,110071162238.0,2023.0,Atmos Energy Corporation - Kansas,5430 LBJ Freeway,Dallas,TX,75240,DALLAS COUNTY,ATMOS ENERGY CORP,5430 Lbj Freeway,Dallas,TX,75240,100.0,221210.0,1001388,32.925488,-96.816137,LDC - Direct Emissions,other
1001389.0,110043973153.0,2023.0,Atmos Energy Corporation - Kentucky,5430 LBJ Freeway,Dallas,TX,75240,DALLAS COUNTY,ATMOS ENERGY CORP,5430 Lbj Freeway,Dallas,TX,75240,100.0,221210.0,1001389,32.92548,-96.81613,LDC - Direct Emissions,other
1001390.0,110043973153.0,2023.0,Atmos Energy Corporation - Louisiana,5430 LBJ Freeway,Dallas,TX,75240,DALLAS COUNTY,ATMOS ENERGY CORP,5430 Lbj Freeway,Dallas,TX,75240,100.0,221210.0,1001390,32.92548,-96.81613,LDC - Direct Emissions,other
1001391.0,110071159496.0,2023.0,Atmos Energy Corporation - Mississippi,5430 LBJ Freeway,Dallas,TX,75240,DALLAS COUNTY,ATMOS ENERGY CORP,5430 Lbj Freeway,Dallas,TX,75240,100.0,221210.0,1001391,32.925488,-96.816137,LDC - Direct Emissions,other
1001398.0,110071159497.0,2023.0,Atmos Energy Corporation - Texas,5430 LBJ Freeway,Dallas,TX,75240,DALLAS COUNTY,ATMOS ENERGY CORP,5430 Lbj Freeway,Dallas,TX,75240,100.0,221210.0,1001398,32.925488,-96.816137,LDC - Direct Emissions,other
1001402.0,110071159498.0,2023.0,Atmos Energy Corporation- Virginia,5430 LBJ Freeway,Dallas,TX,75240,DALLAS COUNTY,ATMOS ENERGY CORP,5430 Lbj Freeway,Dallas,TX,75240,100.0,221210.0,1001402,32.925488,-96.816137,LDC - Direct Emissions,other
1001582.0,110071162330.0,2023.0,Piedmont Natural Gas - South Carolina,4720 Piedmont Row Drive,Charlotte,NC,28210,MECKLENBURG COUNTY,DUKE ENERGY CORP,525 S Tryon Street,Charlotte,NC,28202,100.0,221210.0,1001582,35.15187,-80.83978,LDC - Direct Emissions,other
1001583.0,110043972387.0,2023.0,Piedmont Natural Gas - North Carolina,4720 Piedmont Row Drive,Charlotte,NC,28210,MECKLENBURG COUNTY,DUKE ENERGY CORP,525 S Tryon Street,Charlotte,NC,28202,100.0,221210.0,1001583,35.15187,-80.83978,LDC - Direct Emissions,other
1001589.0,110071161194.0,2023.0,Cana Gas Plant,,Calumet,OK,73014,CANADIAN COUNTY,ENLINK MIDSTREAM LLC,"1722 Routh Street, Suite 1300",Dallas,TX,75201,100.0,211130.0,1001589,35.535,-98.099,Direct Point Emitters,other
1001626.0,110071159537.0,2023.0,New Mexico Gas Company,7120 Wyoming Blvd. NE Ste. 20,Albuquerque,NM,87109,BERNALILLO COUNTY,TECO ENERGY INC,702 N Franklin Street,Tampa,FL,33602,100.0,221210.0,1001626,35.15927,-106.55982,LDC - Direct Emissions,other
